order, degree_x, degree_y, coefficient, term
11, 6, 5, -1 / 221760, "[X, [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [X, Y]]]]"
11, 5, 6, -31 / 5322240, "[X, [[X, [[X, Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]]"
11, 6, 5, 1 / 3326400, "[[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], Y]]]"
11, 6, 5, 37 / 831600, "[X, [[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]]]"
11, 5, 6, -1 / 443520, "[X, [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]"
11, 6, 5, 53 / 6652800, "[[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [X, Y]]]"
11, 5, 6, 29 / 2661120, "[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]"
11, 5, 6, -1 / 190080, "[X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]]]"
11, 4, 7, -89 / 6652800, "[X, [X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]"
11, 6, 5, 53 / 9979200, "[[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, Y]]]"
11, 5, 6, 1 / 798336, "[[X, [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]"
11, 6, 5, 29 / 1247400, "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [X, Y]]]"
11, 5, 6, 5 / 266112, "[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]]]"
11, 5, 6, 1 / 14784, "[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]]]"
11, 4, 7, -1 / 190080, "[X, [X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]]"
11, 5, 6, -1 / 887040, "[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], Y]]]"
11, 5, 6, 109 / 2661120, "[X, [[[X, [[[[X, Y], Y], Y], Y]], [X, Y]], [X, Y]]]"
11, 4, 7, 19 / 1995840, "[X, [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]]"
11, 5, 6, 1 / 190080, "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [X, Y]]]"
11, 4, 7, 37 / 3326400, "[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]]]"
11, 4, 7, 1 / 89100, "[X, [[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [X, Y]]]"
11, 3, 8, 1 / 1247400, "[X, [X, [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]]"
11, 7, 4, -19 / 3326400, "[[X, [X, Y]], [[X, [X, Y]], [[X, [X, Y]], [X, Y]]]]"
11, 6, 5, -43 / 3326400, "[[X, [X, Y]], [[X, [X, Y]], [X, [[[X, Y], Y], Y]]]]"
11, 6, 5, 1 / 79200, "[[X, [X, Y]], [X, [[X, Y], [[X, Y], [[X, Y], Y]]]]]"
11, 6, 5, 1 / 831600, "[[X, [X, Y]], [[X, [[X, Y], [[X, Y], Y]]], [X, Y]]]"
11, 5, 6, -1 / 66528, "[[X, [X, Y]], [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]]"
11, 6, 5, -1 / 1663200, "[[[X, [X, Y]], [X, [[X, Y], Y]]], [X, [[X, Y], Y]]]"
11, 6, 5, 137 / 3326400, "[[X, [X, Y]], [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]"
11, 5, 6, -1 / 221760, "[[X, [X, Y]], [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]"
11, 5, 6, 1 / 44352, "[[X, [X, Y]], [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]"
11, 5, 6, 1 / 33264, "[[X, [X, Y]], [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]"
11, 4, 7, 1 / 228096, "[[X, [X, Y]], [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]"
11, 6, 5, -1 / 277200, "[[[X, [X, Y]], [X, Y]], [X, [[X, Y], [[X, Y], Y]]]]"
11, 6, 5, 29 / 1663200, "[[[X, [X, Y]], [X, Y]], [[X, [[X, Y], Y]], [X, Y]]]"
11, 5, 6, 1 / 110880, "[[[X, [X, Y]], [X, Y]], [X, [[[[X, Y], Y], Y], Y]]]"
11, 6, 5, 1 / 475200, "[[[[X, [X, Y]], [X, Y]], [X, Y]], [X, [[X, Y], Y]]]"
11, 6, 5, -1 / 332640, "[[[[[X, [X, Y]], [X, Y]], [X, Y]], [X, Y]], [X, Y]]"
11, 5, 6, 5 / 133056, "[X, [[X, Y], [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]"
11, 5, 6, -43 / 1330560, "[X, [[X, Y], [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]"
11, 5, 6, -1 / 36960, "[[X, [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]], [X, Y]]"
11, 4, 7, -181 / 6652800, "[X, [[X, Y], [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]"
11, 5, 6, 1 / 221760, "[[X, [[X, Y], [[X, Y], Y]]], [X, [[[X, Y], Y], Y]]]"
11, 5, 6, 1 / 1330560, "[[X, [[X, Y], [[X, Y], Y]]], [[X, Y], [[X, Y], Y]]]"
11, 5, 6, 1 / 83160, "[[X, [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]], [X, Y]]"
11, 4, 7, -83 / 2661120, "[X, [[X, Y], [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]"
11, 5, 6, -1 / 665280, "[[X, [[X, Y], [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]"
11, 5, 6, 1 / 83160, "[[[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]], [X, Y]]"
11, 4, 7, 31 / 1995840, "[X, [[[X, Y], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]"
11, 4, 7, 47 / 1330560, "[X, [[[X, Y], [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]"
11, 4, 7, 107 / 6652800, "[[X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, Y]]"
11, 3, 8, 89 / 19958400, "[X, [[X, Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]"
11, 5, 6, 1 / 332640, "[[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [[X, Y], Y]]]"
11, 5, 6, 1 / 221760, "[[X, [[X, Y], Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]"
11, 4, 7, 1 / 887040, "[[X, [[X, Y], Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]"
11, 5, 6, 1 / 332640, "[[[X, [[X, Y], Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]"
11, 5, 6, -1 / 166320, "[[X, [[X, Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]]"
11, 5, 6, -1 / 47520, "[[[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]]"
11, 4, 7, 1 / 380160, "[[X, [[X, Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]]"
11, 5, 6, -17 / 665280, "[[[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]], [X, Y]]"
11, 4, 7, -29 / 1330560, "[X, [[[X, Y], Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]"
11, 4, 7, -1 / 266112, "[[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [[X, Y], Y]]"
11, 4, 7, 47 / 2661120, "[[X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]"
11, 3, 8, 53 / 5702400, "[X, [[[X, Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]"
11, 4, 7, 13 / 7983360, "[[X, [[[X, Y], Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]"
11, 5, 6, -1 / 47520, "[[[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]], [X, Y]]"
11, 4, 7, -1 / 665280, "[[X, [[[X, Y], Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]"
11, 4, 7, -1 / 88704, "[[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]]"
11, 4, 7, -1 / 95040, "[[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [X, Y]]"
11, 3, 8, 167 / 19958400, "[X, [[[[X, Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]"
11, 4, 7, -1 / 126720, "[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[X, Y], Y]]]"
11, 4, 7, -29 / 1330560, "[[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]], [X, Y]]"
11, 3, 8, -13 / 15966720, "[[X, [[[[X, Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]]"
11, 4, 7, -83 / 6652800, "[[[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]], [X, Y]]"
11, 3, 8, -1 / 399168, "[[X, [[[[[X, Y], Y], Y], Y], Y]], [[[X, Y], Y], Y]]"
11, 3, 8, -7 / 2851200, "[[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [[X, Y], Y]]"
11, 3, 8, -1 / 399168, "[[X, [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]], [X, Y]]"
11, 2, 9, -1 / 4790016, "[X, [[[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y], Y]]"
11, 5, 6, 1 / 55440, "[[X, Y], [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]]"
11, 4, 7, -7 / 190080, "[[X, Y], [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]]"
11, 4, 7, -1 / 73920, "[[X, Y], [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]"
11, 4, 7, 17 / 332640, "[[X, Y], [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]]"
11, 3, 8, 1 / 89100, "[[X, Y], [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]"
11, 4, 7, 1 / 95040, "[[[X, Y], [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]"
11, 4, 7, -1 / 147840, "[[[[X, Y], [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]"
11, 3, 8, 61 / 3326400, "[[X, Y], [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]"
11, 3, 8, 1 / 124740, "[[X, Y], [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]"
11, 3, 8, -19 / 1995840, "[[[X, Y], [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]"
11, 3, 8, -37 / 3326400, "[[[X, Y], [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]]"
11, 2, 9, -1 / 1064448, "[[X, Y], [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]"
11, 3, 8, 1 / 73920, "[[[X, Y], Y], [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]"
11, 3, 8, -1 / 199584, "[[[[X, Y], Y], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]"
11, 2, 9, -13 / 6652800, "[[[X, Y], Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]"
11, 2, 9, -7 / 2851200, "[[[[X, Y], Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]"
11, 2, 9, -1 / 887040, "[[[[[X, Y], Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]"
11, 1, 10, 1 / 47900160, "[[[[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y], Y], Y]"
12, 10, 2, 1 / 95800320, "[X, [X, [X, [X, [X, [X, [X, [X, [X, [[X, Y], Y]]]]]]]]]]"
12, 10, 2, -1 / 11975040, "[X, [X, [X, [X, [X, [X, [X, [[X, [X, Y]], [X, Y]]]]]]]]]"
12, 9, 3, -1 / 9580032, "[X, [X, [X, [X, [X, [X, [X, [X, [[[X, Y], Y], Y]]]]]]]]]"
12, 10, 2, 1 / 4561920, "[X, [X, [X, [X, [X, [[X, [X, [X, Y]]], [X, [X, Y]]]]]]]]"
12, 9, 3, 1 / 6386688, "[X, [X, [X, [X, [X, [X, [X, [[X, Y], [[X, Y], Y]]]]]]]]]"
12, 9, 3, 1 / 798336, "[X, [X, [X, [X, [X, [X, [[X, [[X, Y], Y]], [X, Y]]]]]]]]"
12, 8, 4, 139 / 319334400, "[X, [X, [X, [X, [X, [X, [X, [[[[X, Y], Y], Y], Y]]]]]]]]"
12, 10, 2, -1 / 4790016, "[X, [X, [X, [[X, [X, [X, [X, Y]]]], [X, [X, [X, Y]]]]]]]"
12, 9, 3, 23 / 53222400, "[X, [X, [X, [X, [X, [[X, [X, Y]], [X, [[X, Y], Y]]]]]]]]"
12, 9, 3, -5 / 3193344, "[X, [X, [X, [X, [X, [[[X, [X, Y]], [X, Y]], [X, Y]]]]]]]"
12, 8, 4, 13 / 26611200, "[X, [X, [X, [X, [X, [X, [[X, Y], [[[X, Y], Y], Y]]]]]]]]"
12, 9, 3, -13 / 6652800, "[X, [X, [X, [X, [[X, [X, [[X, Y], Y]]], [X, [X, Y]]]]]]]"
12, 8, 4, -113 / 53222400, "[X, [X, [X, [X, [X, [[X, [[X, Y], Y]], [[X, Y], Y]]]]]]]"
12, 8, 4, -1 / 211200, "[X, [X, [X, [X, [X, [[X, [[[X, Y], Y], Y]], [X, Y]]]]]]]"
12, 7, 5, -13 / 13305600, "[X, [X, [X, [X, [X, [X, [[[[[X, Y], Y], Y], Y], Y]]]]]]]"
12, 10, 2, 1 / 19160064, "[X, [[X, [X, [X, [X, [X, Y]]]]], [X, [X, [X, [X, Y]]]]]]"
12, 9, 3, -89 / 79833600, "[X, [X, [X, [[X, [X, [X, Y]]], [X, [X, [[X, Y], Y]]]]]]]"
12, 9, 3, -13 / 19958400, "[X, [X, [X, [X, [[X, [X, Y]], [[X, [X, Y]], [X, Y]]]]]]]"
12, 8, 4, -241 / 79833600, "[X, [X, [X, [X, [[X, [X, Y]], [X, [[[X, Y], Y], Y]]]]]]]"
12, 9, 3, 169 / 39916800, "[X, [X, [X, [[X, [[X, [X, Y]], [X, Y]]], [X, [X, Y]]]]]]"
12, 8, 4, 23 / 8870400, "[X, [X, [X, [X, [X, [[X, Y], [[X, Y], [[X, Y], Y]]]]]]]]"
12, 8, 4, 71 / 26611200, "[X, [X, [X, [X, [[X, [[X, Y], [[X, Y], Y]]], [X, Y]]]]]]"
12, 7, 5, -43 / 15966720, "[X, [X, [X, [X, [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]]]]]"
12, 9, 3, 1 / 1108800, "[X, [X, [[X, [X, [X, [[X, Y], Y]]]], [X, [X, [X, Y]]]]]]"
12, 8, 4, 13 / 17740800, "[X, [X, [X, [[X, [X, [[X, Y], Y]]], [X, [[X, Y], Y]]]]]]"
12, 8, 4, 383 / 26611200, "[X, [X, [X, [X, [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]]]]"
12, 7, 5, 1 / 4435200, "[X, [X, [X, [X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]]]]"
12, 8, 4, 29 / 5702400, "[X, [X, [X, [[X, [X, [[[X, Y], Y], Y]]], [X, [X, Y]]]]]]"
12, 7, 5, 17 / 1995840, "[X, [X, [X, [X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]]]]"
12, 7, 5, 19 / 1995840, "[X, [X, [X, [X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]]]]"
12, 6, 6, 61 / 47900160, "[X, [X, [X, [X, [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]]"
12, 9, 3, 1 / 2128896, "[X, [[X, [X, [X, [X, Y]]]], [X, [X, [X, [[X, Y], Y]]]]]]"
12, 9, 3, 37 / 26611200, "[X, [X, [[X, [X, [X, Y]]], [X, [[X, [X, Y]], [X, Y]]]]]]"
12, 8, 4, 101 / 39916800, "[X, [X, [[X, [X, [X, Y]]], [X, [X, [[[X, Y], Y], Y]]]]]]"
12, 9, 3, -31 / 26611200, "[X, [X, [[[X, [X, [X, Y]]], [X, [X, Y]]], [X, [X, Y]]]]]"
12, 8, 4, -1 / 3326400, "[X, [X, [X, [[X, [X, Y]], [X, [[X, Y], [[X, Y], Y]]]]]]]"
12, 8, 4, 47 / 3326400, "[X, [X, [X, [[X, [X, Y]], [[X, [[X, Y], Y]], [X, Y]]]]]]"
12, 7, 5, 5 / 798336, "[X, [X, [X, [[X, [X, Y]], [X, [[[[X, Y], Y], Y], Y]]]]]]"
12, 9, 3, -23 / 26611200, "[X, [[X, [X, [[X, [X, Y]], [X, Y]]]], [X, [X, [X, Y]]]]]"
12, 8, 4, 31 / 13305600, "[X, [X, [X, [[[X, [X, Y]], [X, Y]], [X, [[X, Y], Y]]]]]]"
12, 8, 4, -67 / 13305600, "[X, [X, [X, [[[[X, [X, Y]], [X, Y]], [X, Y]], [X, Y]]]]]"
12, 7, 5, -23 / 3326400, "[X, [X, [X, [X, [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]]]"
12, 8, 4, -1 / 13305600, "[X, [X, [[X, [X, [[X, Y], [[X, Y], Y]]]], [X, [X, Y]]]]]"
12, 7, 5, 29 / 6652800, "[X, [X, [X, [X, [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]]]"
12, 7, 5, 29 / 3326400, "[X, [X, [X, [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]]]]"
12, 6, 6, 1 / 199584, "[X, [X, [X, [X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]]]"
12, 8, 4, 13 / 26611200, "[X, [[X, [X, [X, [[X, Y], Y]]]], [X, [X, [[X, Y], Y]]]]]"
12, 8, 4, -41 / 13305600, "[X, [X, [[X, [X, [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]]]]"
12, 7, 5, 41 / 19958400, "[X, [X, [X, [[X, [[X, Y], Y]], [X, [[[X, Y], Y], Y]]]]]]"
12, 8, 4, -103 / 6652800, "[X, [X, [[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [X, Y]]]]]"
12, 7, 5, -1 / 138600, "[X, [X, [X, [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]]]"
12, 7, 5, -137 / 6652800, "[X, [X, [X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]]]"
12, 6, 6, 43 / 7983360, "[X, [X, [X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]]]"
12, 8, 4, -1 / 798336, "[X, [[X, [X, [X, [[[X, Y], Y], Y]]]], [X, [X, [X, Y]]]]]"
12, 7, 5, -1 / 1330560, "[X, [X, [[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]]]"
12, 7, 5, -83 / 3326400, "[X, [X, [X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]]]]"
12, 6, 6, -13 / 2993760, "[X, [X, [X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]]]"
12, 7, 5, -1 / 166320, "[X, [X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [X, Y]]]]]"
12, 6, 6, -19 / 1995840, "[X, [X, [X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]]]"
12, 6, 6, -41 / 3991680, "[X, [X, [X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]]]]"
12, 5, 7, -13 / 13305600, "[X, [X, [X, [X, [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]]"
12, 9, 3, -1 / 1774080, "[X, [[X, [X, [X, Y]]], [[X, [X, [X, Y]]], [X, [X, Y]]]]]"
12, 8, 4, 1 / 1663200, "[X, [[X, [X, [X, Y]]], [X, [X, [[X, Y], [[X, Y], Y]]]]]]"
12, 8, 4, -17 / 3326400, "[X, [[X, [X, [X, Y]]], [X, [[X, [[X, Y], Y]], [X, Y]]]]]"
12, 7, 5, -1 / 456192, "[X, [[X, [X, [X, Y]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]]"
12, 8, 4, 1 / 207900, "[X, [X, [[X, [X, Y]], [[X, [X, Y]], [X, [[X, Y], Y]]]]]]"
12, 8, 4, -1 / 147840, "[X, [X, [[X, [X, Y]], [[[X, [X, Y]], [X, Y]], [X, Y]]]]]"
12, 7, 5, 131 / 19958400, "[X, [X, [[X, [X, Y]], [X, [[X, Y], [[[X, Y], Y], Y]]]]]]"
12, 8, 4, -1 / 369600, "[X, [[X, [[X, [X, Y]], [X, [[X, Y], Y]]]], [X, [X, Y]]]]"
12, 7, 5, -1 / 105600, "[X, [X, [[X, [X, Y]], [[X, [[X, Y], Y]], [[X, Y], Y]]]]]"
12, 7, 5, -509 / 19958400, "[X, [X, [[X, [X, Y]], [[X, [[[X, Y], Y], Y]], [X, Y]]]]]"
12, 6, 6, -31 / 5322240, "[X, [X, [[X, [X, Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]]"
12, 8, 4, -1 / 831600, "[X, [[X, [[X, [X, Y]], [X, Y]]], [X, [X, [[X, Y], Y]]]]]"
12, 8, 4, 1 / 665280, "[X, [[X, [[X, [X, Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]]"
12, 7, 5, -1 / 138600, "[X, [X, [[[X, [X, Y]], [X, Y]], [X, [[[X, Y], Y], Y]]]]]"
12, 8, 4, 13 / 3326400, "[X, [[X, [[[X, [X, Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]]"
12, 7, 5, -1 / 246400, "[X, [X, [X, [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]]]]"
12, 7, 5, 13 / 831600, "[X, [X, [[X, [[X, Y], [[X, Y], [[X, Y], Y]]]], [X, Y]]]]"
12, 6, 6, 31 / 2280960, "[X, [X, [X, [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]]"
12, 7, 5, -1 / 1900800, "[X, [X, [[X, [[X, Y], [[X, Y], Y]]], [X, [[X, Y], Y]]]]]"
12, 7, 5, 13 / 2217600, "[X, [X, [[[X, [[X, Y], [[X, Y], Y]]], [X, Y]], [X, Y]]]]"
12, 6, 6, 43 / 7983360, "[X, [X, [X, [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]]"
12, 7, 5, -73 / 19958400, "[X, [[X, [X, [[X, Y], [[[X, Y], Y], Y]]]], [X, [X, Y]]]]"
12, 6, 6, -1 / 49896, "[X, [X, [X, [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]]]]"
12, 6, 6, -29 / 1774080, "[X, [X, [[X, [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]]]"
12, 5, 7, -53 / 11404800, "[X, [X, [X, [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]"
12, 7, 5, 7 / 5702400, "[X, [[X, [X, [[X, Y], Y]]], [X, [X, [[[X, Y], Y], Y]]]]]"
12, 8, 4, 1 / 554400, "[X, [[[X, [X, [[X, Y], Y]]], [X, [X, Y]]], [X, [X, Y]]]]"
12, 7, 5, 1 / 532224, "[X, [[X, [X, [[X, Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]]]"
12, 7, 5, -1 / 443520, "[X, [X, [[X, [[X, Y], Y]], [[X, [[X, Y], Y]], [X, Y]]]]]"
12, 6, 6, -31 / 10644480, "[X, [X, [[X, [[X, Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]]]"
12, 7, 5, 1 / 6652800, "[X, [[X, [[X, [[X, Y], Y]], [X, Y]]], [X, [[X, Y], Y]]]]"
12, 7, 5, 37 / 1663200, "[X, [X, [[[[X, [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]]]]"
12, 6, 6, -1 / 887040, "[X, [X, [[X, [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]]"
12, 7, 5, 53 / 13305600, "[X, [[X, [[X, [[X, Y], Y]], [[X, Y], Y]]], [X, [X, Y]]]]"
12, 6, 6, 29 / 5322240, "[X, [X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]]"
12, 6, 6, -1 / 380160, "[X, [X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]]]]"
12, 5, 7, -211 / 26611200, "[X, [X, [X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]]"
12, 7, 5, 53 / 19958400, "[X, [[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, Y]]]]"
12, 6, 6, 1 / 1596672, "[X, [[X, [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]]"
12, 7, 5, 29 / 2494800, "[X, [[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [X, Y]]]]"
12, 6, 6, 5 / 532224, "[X, [X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]]]]"
12, 6, 6, 1 / 29568, "[X, [X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]]]]"
12, 5, 7, -53 / 15966720, "[X, [X, [X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]]]"
12, 6, 6, -1 / 1774080, "[X, [[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], Y]]]]"
12, 6, 6, 109 / 5322240, "[X, [X, [[[X, [[[[X, Y], Y], Y], Y]], [X, Y]], [X, Y]]]]"
12, 5, 7, 19 / 3991680, "[X, [X, [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]]]"
12, 6, 6, 1 / 380160, "[X, [[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [X, Y]]]]"
12, 5, 7, 37 / 6652800, "[X, [X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], Y]]]]"
12, 5, 7, 1 / 178200, "[X, [X, [[X, [[[[[[X, Y], Y], Y], Y], Y], Y]], [X, Y]]]]"
12, 4, 8, 139 / 319334400, "[X, [X, [X, [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]]]"
12, 8, 4, -19 / 6652800, "[X, [[X, [X, Y]], [[X, [X, Y]], [[X, [X, Y]], [X, Y]]]]]"
12, 7, 5, -43 / 6652800, "[X, [[X, [X, Y]], [[X, [X, Y]], [X, [[[X, Y], Y], Y]]]]]"
12, 7, 5, 1 / 158400, "[X, [[X, [X, Y]], [X, [[X, Y], [[X, Y], [[X, Y], Y]]]]]]"
12, 7, 5, 1 / 1663200, "[X, [[X, [X, Y]], [[X, [[X, Y], [[X, Y], Y]]], [X, Y]]]]"
12, 6, 6, -1 / 133056, "[X, [[X, [X, Y]], [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]]]"
12, 7, 5, -1 / 3326400, "[X, [[[X, [X, Y]], [X, [[X, Y], Y]]], [X, [[X, Y], Y]]]]"
12, 7, 5, 137 / 6652800, "[X, [[X, [X, Y]], [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]]"
12, 6, 6, -1 / 443520, "[X, [[X, [X, Y]], [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]]"
12, 6, 6, 1 / 88704, "[X, [[X, [X, Y]], [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]]"
12, 6, 6, 1 / 66528, "[X, [[X, [X, Y]], [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]]"
12, 5, 7, 1 / 456192, "[X, [[X, [X, Y]], [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]]"
12, 7, 5, -1 / 554400, "[X, [[[X, [X, Y]], [X, Y]], [X, [[X, Y], [[X, Y], Y]]]]]"
